,source_collider_name,target_collider_name,ColliderBoundsCenter.x,ColliderBoundsCenter.y,ColliderBoundsCenter.z,transformed_collidercenter_x,transformed_collidercenter_y
199,TaskBuilding_18,TaskBuilding_18,157.75799560546875,5.588665008544922,127.34817504882812,2698.603650110911,2571.099360195555
200,TaskBuilding_19,TaskBuilding_19,105.56478118896484,3.7055933475494394,217.7944641113281,2483.371804127239,2944.952782549567
201,TaskBuilding_2,TaskBuilding_2,197.3722686767578,-0.7910969257354736,234.4111633300781,2861.5546850030273,3012.45919777964
202,TaskBuilding_20,TaskBuilding_20,184.40614318847656,4.157533645629884,-67.14161682128906,2808.5293129647343,1769.6293289813957
203,TaskBuilding_21,TaskBuilding_21,151.5404815673828,3.660477638244629,-144.7864227294922,2673.5235238080404,1450.2426601006932
204,TaskBuilding_22,TaskBuilding_22,140.78382873535156,4.77358341217041,-50.6064682006836,2629.091224981029,1837.8436966028994
205,TaskBuilding_23,TaskBuilding_23,110.38451385498048,5.985386371612549,107.85749816894531,2503.5474340164487,2491.115626067207
206,TaskBuilding_24,TaskBuilding_24,107.98058319091795,4.913613796234131,-10.788455963134766,2493.9824293103056,2001.9869813149903
207,TaskBuilding_25,TaskBuilding_25,96.34375762939452,1.0421166419982908,-204.10931396484372,2446.6667103842183,1206.2632692466518
208,TaskBuilding_26,TaskBuilding_26,86.7345199584961,5.826373100280763,43.92089080810547,2406.3142365233075,2227.6032909577007
209,TaskBuilding_27,TaskBuilding_27,59.7733154296875,4.3683414459228525,100.34632110595705,2295.0021481873214,2460.5479175263263
210,TaskBuilding_28,TaskBuilding_28,73.22351837158203,5.254846572875977,-46.91973114013672,2350.97564365926,1853.2780262462852
